순위,도서번호,도서명,링크,저자,출판사,출판일,판매가,정가,할인율,판매지수,내용,이미지
376,189379748,"함수형 설계, 객체 지향과 만나다",https://www.yes24.com/product/goods/189379748,로버트 C. 마틴 저/장연호 역,인사이트(insight),2026년 05월,"29,700","33,000",10%,702,,
377,189360735,"3주 완성 초등 AI 웹툰 With 투닝, 망고툰",https://www.yes24.com/product/goods/189360735,한송이 글,서사원주니어,2026년 05월,"18,000","20,000",10%,"1,398",,
378,189257260,모던 데이터 아키텍처 설계와 구현,https://www.yes24.com/product/goods/189257260,"피트하인 스트렝홀트 저/김영기, 김현진 역",책만,2026년 05월,"29,700","33,000",10%,"1,158",,
379,189188156,Do it! 바이브 코딩 + 안티그래비티,https://www.yes24.com/product/goods/189188156,조준수,이지스퍼블리싱,2026년 05월,"21,600","24,000",10%,"1,464",,
380,188859267,맛있는 디자인 애프터 이펙트 CC 2026,https://www.yes24.com/product/goods/188859267,이수정,한빛미디어,2026년 04월,"24,300","27,000",10%,522,,
381,188838987,"베테랑 AI 전문가가 만든 가장 쉬운 그록 AI 활용! Grok(그록)으로 무엇이든 만들 수 있다 (AI 비서 · 영상 만들기, 유튜브 수익화)",https://www.yes24.com/product/goods/188838987,"이현, 이민정, 이승현, 이나윤, 김성희",광문각출판미디어,2026년 04월,"19,000","19,000",,"1,044",,
382,188823173,요즘 예체능 수업을 위한 에듀테크 활용법 223제,https://www.yes24.com/product/goods/188823173,박래혁,앤써북,2026년 05월,"20,970","23,300",10%,"1,158",,
383,187043716,몰입을 설계하는 게임 기획,https://www.yes24.com/product/goods/187043716,쉬웨이훙 저/권유라 역,제이펍,2026년 04월,"25,200","28,000",10%,876,,
384,186936350,요즘 교실 혁신의 공식 AI·에듀테크 활용법 with 2022 개정 교육과정,https://www.yes24.com/product/goods/186936350,진제헌,앤써북,2026년 05월,"20,970","23,300",10%,"1,458",,
385,186675889,구글 AI 제미나이(Gemini) 200% 활용법,https://www.yes24.com/product/goods/186675889,정의,BOOKK(부크크),2026년 04월,"8,800","8,800",,228,,
386,186524948,그림으로 이해하는 AWS 구조와 기술,https://www.yes24.com/product/goods/186524948,오가사와라 시게타카 저/박광수 역,길벗,2026년 04월,"23,400","26,000",10%,"1,206",,
387,185717805,F1 용어집 1211,https://www.yes24.com/product/goods/185717805,윤재수,골든래빗,2026년 04월,"60,000","60,000",,516,,
388,184402508,AI 프로덕트는 어떻게 만들어지는가,https://www.yes24.com/product/goods/184402508,"류인태, 김예림, 임나정",한빛미디어,2026년 04월,"22,500","25,000",10%,"1,092",,
389,184283938,젠스파크 Genspark AI 콘텐츠 공장,https://www.yes24.com/product/goods/184283938,조영빈,디지털북스,2026년 04월,"18,000","20,000",10%,618,,
390,183756523,앗싸 나도 되네! 오늘부터 바로 써먹는 AI 보험영업 활용법,https://www.yes24.com/product/goods/183756523,조대수,재노북스,2026년 03월,"25,200","28,000",10%,"2,490",,
391,183651449,"어쨌든, 에이전틱 코딩",https://www.yes24.com/product/goods/183651449,코다프레스 저/양희은 역,인사이트(insight),2026년 04월,"22,500","25,000",10%,"1,758",,
392,183640934,스프링 AI 인 액션,https://www.yes24.com/product/goods/183640934,"크레이그 월즈 저/류광, 307번역랩 역",위키북스,2026년 04월,"28,800","32,000",10%,594,,
393,182750165,이것이 리눅스다 with Rocky Linux 10,https://www.yes24.com/product/goods/182750165,우재남,한빛미디어,2026년 03월,"36,000","40,000",10%,"1,326",,
394,182625671,Logic Pro 로직 프로 12,https://www.yes24.com/product/goods/182625671,최이진,노하우(도서출판),2026년 04월,"29,700","33,000",10%,702,,
395,182526149,학업과 취업을 위한 제미나이 노트북LM으로 무엇이든 만들 수 있다,https://www.yes24.com/product/goods/182526149,"전다희, 황우현",광문각출판미디어,2026년 02월,"22,000","22,000",,630,,
396,182116268,제미나이로 구글·이미지·영상·자동화 진짜 잘함,https://www.yes24.com/product/goods/182116268,이호정,리코멘드,2026년 03월,"16,920","18,800",10%,"1,626",,
397,180515096,SQL TUNER for PostgreSQL,https://www.yes24.com/product/goods/180515096,유일환,디비안(DBian),2026년 03월,"39,000","39,000",,834,,
398,180510836,"오픈클로 with GPT, 제미나이, 클로드",https://www.yes24.com/product/goods/180510836,강민혁,한빛미디어,2026년 03월,"19,800","22,000",10%,"9,573",,
399,180489490,AI 중심 대학,https://www.yes24.com/product/goods/180489490,장준호,연암사,2026년 03월,"17,010","18,900",10%,"1,611",,
400,180488781,파이토치로 배우는 LLM & AI,https://www.yes24.com/product/goods/180488781,로런스 모로니 저/박해선 역,한빛미디어,2026년 03월,"32,400","36,000",10%,"1,518",,
401,179604283,한 입 크기로 잘라 먹는 리액트,https://www.yes24.com/product/goods/179604283,이정환,인사이트(insight),2026년 02월,"29,700","33,000",10%,534,,
402,179587739,지속 가능한 프런트엔드 엔지니어링,https://www.yes24.com/product/goods/179587739,이문기,위키북스,2026년 02월,"25,200","28,000",10%,618,,
403,178728770,된다! 링크드인 활용법,https://www.yes24.com/product/goods/178728770,변재일,이지스퍼블리싱,2026년 03월,"19,800","22,000",10%,"2,016",,
404,177808924,교실로 온 ON 제미나이,https://www.yes24.com/product/goods/177808924,"박찬, 김병석, 전수연, 김지용, 구현희 저 외 3명
                                        
정보 더 보기/감추기



박찬
김병석
전수연
김지용
구현희
전채원
홍찬우
임채원",다빈치books,2026년 03월,"19,800","22,000",10%,"3,750",,
405,177077802,처음이지만 프로처럼 쓰는 캔바 (Canva),https://www.yes24.com/product/goods/177077802,정다은(시재),디지털북스,2026년 03월,"27,000","30,000",10%,"1,182",,
406,175902524,AI 에이전트 마스터 클래스,https://www.yes24.com/product/goods/175902524,김구현,한빛미디어,2026년 01월,"23,400","26,000",10%,"2,766",,
407,175490511,바로 배워 바로 쓰는 챗봇 수업디자인 A~Z,https://www.yes24.com/product/goods/175490511,"김은현, 박소현, 백진희, 이서연, 이유진 저 외 2명
                                        
정보 더 보기/감추기



김은현
박소현
백진희
이서연
이유진
이효진
정은서",앤써북,2026년 01월,"21,600","24,000",10%,942,,
408,175122536,제대로 알고 쓰는 논문 통계분석 with 파이썬&머신러닝,https://www.yes24.com/product/goods/175122536,노경섭,한빛아카데미,2026년 01월,"38,000","38,000",,282,,
409,175110073,심리상담과 AI의 융합,https://www.yes24.com/product/goods/175110073,이혜숙,커뮤니케이션북스,2026년 01월,"12,000","12,000",,552,,
410,174707316,왕초보 시니어도 쉽게 따라 하는 챗GPT 사용법,https://www.yes24.com/product/goods/174707316,"곽민철, 정희철",생능북스,2026년 01월,"15,120","16,800",10%,"2,100",,
411,174682706,AI로 완성하는 고수익 유튜브 운영 비법,https://www.yes24.com/product/goods/174682706,현승효(디스이즈머니),시대인,2026년 01월,"16,200","18,000",10%,630,,
412,174184626,처음 배우는 유니티 6 2D 게임 만들기,https://www.yes24.com/product/goods/174184626,고정운,시대인,2026년 01월,"43,200","48,000",10%,948,,
413,173934664,"API부터 메시징까지, 실무 백엔드 개발자가 알아야 할 5가지 핵심 원리",https://www.yes24.com/product/goods/173934664,김준서,콩콩 컴퍼니,2025년 12월,"19,500","19,500",,144,,
414,171431187,AI시대 교육혁명 : 태재대학교,https://www.yes24.com/product/goods/171431187,염재호,태재대학교출판문화원,2026년 01월,"13,500","15,000",10%,348,,
415,170504549,LLM을 위한 프롬프트 엔지니어링,https://www.yes24.com/product/goods/170504549,"존 베리먼, 앨버트 지글러 저/김정인 역",제이펍,2026년 01월,"25,200","28,000",10%,"2,646",,
416,169672758,프롬프트를 만드는 프롬프트 GPTs & Gems,https://www.yes24.com/product/goods/169672758,"민진홍, 국난아, 김진수",성안당,2025년 12월,"24,300","27,000",10%,"1,842",,
417,169407614,AI를 움직이는 수학 이야기,https://www.yes24.com/product/goods/169407614,후루시마 도오루 저/하승민 역,한빛미디어,2025년 12월,"29,700","33,000",10%,"2,112",,
418,168635560,AI와 음악 교육,https://www.yes24.com/product/goods/168635560,윤관기,커뮤니케이션북스,2025년 12월,"12,000","12,000",,222,,
419,167841837,Google로 수업을 바꾸는 교사들의 시크릿,https://www.yes24.com/product/goods/167841837,"정진아, 권재범, 김학민, 박빛나, 박오종 저 외 2명
                                        
정보 더 보기/감추기



정진아
권재범
김학민
박빛나
박오종
심하루
강경욱",교사크리에이터협회,2025년 12월,"18,900","21,000",10%,"3,822",,
420,167475617,회사에서 바로 통하는 파워포인트 FOR STARTERS,https://www.yes24.com/product/goods/167475617,이화진,한빛미디어,2025년 12월,"15,300","17,000",10%,"1,752",,
421,167434734,2026 AI 교육 트렌드,https://www.yes24.com/product/goods/167434734,"박소이, 유영걸, 오유나, 김영준, 김정환 저 외 2명
                                        
정보 더 보기/감추기



박소이
유영걸
오유나
김영준
김정환
정나래
한창훈",길벗,2025년 12월,"22,500","25,000",10%,"5,367",,
422,167430900,파이썬으로 시작하는 인공지능 기초 수업,https://www.yes24.com/product/goods/167430900,"채상미, 우범윤, 이준용",길벗,2025년 11월,"22,500","25,000",10%,"2,538",,
423,167405152,일 잘하는 엔지니어의 생각 기법,https://www.yes24.com/product/goods/167405152,캐리 밀샙 저/장현희 역,책만,2025년 11월,"22,500","25,000",10%,"6,096",,
424,166394010,C# 스크립트를 활용한 유니티 6 개발,https://www.yes24.com/product/goods/166394010,렘 애퍼슨 저/장세윤 역,에이콘출판사,2025년 11월,"37,800","42,000",10%,672,,
425,165275154,쉽게 배우고 바로 쓰는 에듀테크 첫걸음,https://www.yes24.com/product/goods/165275154,"조종현, 박미지, 김승길",성안당,2025년 11월,"16,200","18,000",10%,"2,316",,
426,163601068,"바이브 코딩 너머 개발자 생존법: 개발자는 사라지지 않는다, 진화한다",https://www.yes24.com/product/goods/163601068,애디 오스마니 저/강민혁 역,한빛미디어,2025년 11월,"20,700","23,000",10%,"5,016",,
427,163496515,멘토시리즈 일러스트레이터,https://www.yes24.com/product/goods/163496515,코리아교육그룹 연구소,코리아교육그룹,2025년 09월,"25,200","28,000",10%,"3,210",,
428,162224477,MCP 실전 활용 & 서버 개발 핵심 가이드,https://www.yes24.com/product/goods/162224477,AI튜터랩,위키북스,2025년 11월,"25,200","28,000",10%,"2,838",,
429,162116171,그림으로 이해하는 챗GPT 구조와 기술,https://www.yes24.com/product/goods/162116171,나카타니 슈요 저/박광수 역,길벗,2025년 11월,"21,600","24,000",10%,"1,485",,
430,160131631,"챗GPT, 저는 이렇게 쓰고 있어요",https://www.yes24.com/product/goods/160131631,최소영,길벗,2025년 11월,"16,920","18,800",10%,"4,476",,
431,159376881,똑똑한 파이썬,https://www.yes24.com/product/goods/159376881,"황재호, 황예린",인포앤북,2025년 11월,"19,800","22,000",10%,"2,652",,
432,159168206,회사에서 바로 통하는 엑셀 FOR STARTERS,https://www.yes24.com/product/goods/159168206,전미진,한빛미디어,2025년 10월,"15,300","17,000",10%,"6,750",,
433,159060578,실무에 바로 쓰는 일잘러의 챗GPT 프롬프트 74가지,https://www.yes24.com/product/goods/159060578,이석현,제이펍,2025년 10월,"19,800","22,000",10%,"2,574",,
434,158708037,유니티 교과서,https://www.yes24.com/product/goods/158708037,"김은철, 기타무라 마나미 저/유세라 역",길벗,2025년 10월,"29,700","33,000",10%,"3,219",,
435,157774663,스케치업 2025 with Ruby+Twinmotion,https://www.yes24.com/product/goods/157774663,황두환,시대인,2025년 10월,"25,200","28,000",10%,972,,
436,155149859,AI로 만드는 나만의 그림책,https://www.yes24.com/product/goods/155149859,"민진홍, 국난아",성안당,2025년 10월,"22,500","25,000",10%,"1,671",,
437,154566057,요즘 당근 AI 개발,https://www.yes24.com/product/goods/154566057,당근 팀,골든래빗,2025년 10월,"19,800","22,000",10%,"18,252",,
438,154288390,된다! 네이버 스마트스토어,https://www.yes24.com/product/goods/154288390,이경근,이지스퍼블리싱,2025년 10월,"21,600","24,000",10%,"3,558",,
439,154286556,Do it! 커서로 시작하는 AI 코딩 입문,https://www.yes24.com/product/goods/154286556,고경희,이지스퍼블리싱,2025년 09월,"20,700","23,000",10%,"4,338",,
440,154102499,마인크래프트 RPG 만들기,https://www.yes24.com/product/goods/154102499,우마공 운영진,영진닷컴,2025년 09월,"17,820","19,800",10%,"1,158",,
441,153663554,블렌더 3D CG 애니메이션 실전 입문,https://www.yes24.com/product/goods/153663554,나츠모리 카츠 저/김모세 역,AK(에이케이 커뮤니케이션즈),2025년 09월,"37,810","39,800",5%,876,,
442,152815857,VPython으로 시작하는 융합 시뮬레이션 수업,https://www.yes24.com/product/goods/152815857,"송석리, 박솔애",길벗,2025년 09월,"22,500","25,000",10%,"4,032",,
443,152443479,데이터 시각화와 탐색 with POWER BI 3rd,https://www.yes24.com/product/goods/152443479,"마경근, 서주란",영진닷컴,2025년 09월,"27,000","30,000",10%,"2,472",,
444,152369808,AI 캡컷,https://www.yes24.com/product/goods/152369808,"민지영, 문수민, 앤미디어",생능북스,2025년 09월,"23,400","26,000",10%,"8,634",,
445,151667493,코딩 자율학습 리액트 프런트엔드 개발 입문,https://www.yes24.com/product/goods/151667493,김기수,길벗,2025년 09월,"37,800","42,000",10%,"2,604",,
446,151041605,회사에서 바로 통하는 오토캐드 AutoCAD 2026,https://www.yes24.com/product/goods/151041605,심미현,한빛미디어,2025년 08월,"26,100","29,000",10%,"2,802",,
447,150619242,실전! 프로젝트로 배우는 딥러닝 컴퓨터비전,https://www.yes24.com/product/goods/150619242,"김혜진, 왕진영",위키북스,2025년 08월,"31,500","35,000",10%,"1,068",,
448,150308211,"오늘을 남기는 기록, 스마트폰 사진 촬영&보정",https://www.yes24.com/product/goods/150308211,민썸,이지스퍼블리싱,2025년 08월,"18,900","21,000",10%,"7,566",,
449,149866394,AI와 심리상담,https://www.yes24.com/product/goods/149866394,황매향 역,커뮤니케이션북스,2025년 08월,"11,400","12,000",5%,552,,
450,149371895,MS 365의 모든 것,https://www.yes24.com/product/goods/149371895,"이상민, 김홍순, 강현욱",리더북스,2025년 07월,"16,200","18,000",10%,"2,262",,
451,149224228,모두의 인공지능 with 파이썬,https://www.yes24.com/product/goods/149224228,이영호,길벗,2025년 07월,"27,000","30,000",10%,"2,640",,
452,148919900,"스포츠, AI와 동행하다",https://www.yes24.com/product/goods/148919900,"크리스 브래디, 카를 튈스, 샤예간 오미드샤피예, 박재현, 이태구 저 외 1명
                                        
정보 더 보기/감추기



크리스 브래디
카를 튈스
샤예간 오미드샤피예
박재현
이태구
구멍가게 코딩단",성안당,2025년 07월,"18,000","20,000",10%,"1,824",,
453,148376804,"암호, 비밀을 지키는 과학",https://www.yes24.com/product/goods/148376804,파노스 루리다스 저/안동현 역,프리렉,2025년 07월,"19,800","22,000",10%,804,,
454,147738180,파인만의 컴퓨터 강의,https://www.yes24.com/product/goods/147738180,리처드 파인만 저/토니 헤이 편/서환수 역,한빛미디어,2025년 06월,"26,100","29,000",10%,"2,004",,
455,147561128,게임 UI 디자인 교과서,https://www.yes24.com/product/goods/147561128,"이은정, 김범석",길벗캠퍼스,2025년 06월,"33,000","33,000",,498,,
456,147129792,처음이야? 파이썬 데이터 분석,https://www.yes24.com/product/goods/147129792,"윤영빈, 이용희, 오환",영진닷컴,2025년 06월,"19,800","22,000",10%,"1,272",,
457,147056022,AI와 비판적 포스트휴머니즘,https://www.yes24.com/product/goods/147056022,박휴용,커뮤니케이션북스,2025년 06월,"12,000","12,000",,174,,
458,146929026,선생님을 위한 교육용 AI 챗봇 활용법,https://www.yes24.com/product/goods/146929026,"임세범, 박지은, 나희정, 조정연",앤써북,2025년 06월,"20,250","22,500",10%,"1,950",,
459,146529227,한 권으로 끝내는 직장인 필수 IT 지식,https://www.yes24.com/product/goods/146529227,"정명림, 김효섭, 박준영, 이수현, 박지은 저 외 1명
                                        
정보 더 보기/감추기



정명림
김효섭
박준영
이수현
박지은
이지성",비제이퍼블릭(BJ퍼블릭),2025년 05월,"24,750","27,500",10%,438,,
